Feature ID,106A_Female_TotalReads,108A_Female_TotalReads,106A_Male_TotalReads,108A_Male_TotalReads
TR14367-2,17,33,54,33
TR14368,28,35,55,11
TR1437,2,8,3,6
TR14370,19,28,31,26
TR14372,9,13,19,17
TR14373,200,270,300,247
TR14375,2,6,1,3
TR14376,71,35,47,28
TR14379,15,22,23,12
TR1438,100,148,158,305
TR14380,7,10,7,7
TR14381,26,37,52,21
TR14382,118,309,990,157
TR14384,10,26,15,16
TR14386,19,17,21,13
TR14387,1,5,3,3
TR14388,3,6,21,38
TR14390,23,1,74,14
TR14391,5,16,13,8
TR14392,4,6,22,17
TR14393,13,9,9,11
TR14394,16,16,58,48
TR14395,411,389,437,322
TR14396,1,12,10,20
TR14397,12,10,32,8
TR14398,19,106,21,31
TR14399,24,39,7,28
TR1440,2,0,8,11
TR14401,9,7,21,5
TR14404,16,18,37,27
TR14405,9,14,12,12
TR14406,26,38,77,53
TR14407,122,44,40,20
TR14409,14,49,30,44
TR14411,51,68,99,97
TR14412,112,111,85,102
TR14413,15,21,28,35
TR14414,92,28,42,28
TR14416,46,17,16,12
TR14417,10,37,21,35
TR14418,7,15,39,10
TR14420,3,3,10,6
TR14422,8,17,21,19
TR14423,20,20,24,31
TR14425,6,1,6,6
TR14426,0,1,4,1
TR14426-1,10,1,3,4
TR14426-2,8,1,4,0
TR14428,8,3,12,1
TR14429,82,119,102,143
TR1443,11,7,0,1
TR14430,25,23,33,30
TR14434,77,65,93,78
TR14436,7,4,38,37
TR14439,5,1,8,13
TR1444,10,6,35,83
TR14441,14,7,40,44
TR14442,17,9,13,10
TR14443,16,2,4,0
TR14444,1,4,4,2
TR14446-1,1,4,12,33
TR14446-2,6,9,23,9
TR14447,7,8,31,29
TR14448,33,25,29,9
TR1445,24,23,77,55
TR14450,14,14,5,20
TR14453,19,10,14,9
TR14454,467,840,420,302
TR14455,56,109,76,128
TR14457,414,925,661,611
TR14458,123,153,232,184
TR14459,166,182,311,219
TR1446,8,18,19,13
TR14460-1,44,14,17,30
TR14460-2,142,128,124,97
TR14463,25,80,188,86
TR14464,138,141,219,80
TR14466,10,5,19,13
TR14468,12,10,24,18
TR14469,4,12,9,12
TR14469-1,0,3,1,1
TR14469-2,7,4,6,8
TR1447,89,106,160,100
TR14472,120,74,165,181
TR14473,0,1,6,2
TR14475,1,4,4,8
TR14476,28,30,131,101
TR14477-1,4,4,11,4
TR14477-2,5,1,13,5
TR14478,5,7,56,30
TR14479,5,4,4,1
TR14481,4,1,4,4
TR14483-1,5,24,37,1
TR14483-2,37,24,40,43
TR14483-3,48,31,38,32
TR14483-4,21,13,40,52
TR14484,7,21,13,20
TR14485,3,4,11,2
TR14487,13,13,40,54
TR14488,4,17,17,37
TR14490,25,16,37,54
TR14493,117,124,136,104
TR14494,6,8,36,9
TR14496,22,20,32,17
TR14497,0,6,3,6
TR14499,5,11,23,37
TR145,5,8,31,16
TR1450,328,451,567,575
TR14500-1,406,388,1069,118
TR14500-2,5,28,3,2
TR14500-3,46,220,214,75
TR14505,2967,2007,1911,1688
TR14507,10,13,34,38
TR14508,7,8,17,12
TR14509,11,10,70,41
TR1451,4,6,6,4
TR14510,4,14,7,10
TR14511,8,8,14,5
TR14512,100,42,32,18
TR14513,6,5,6,5
TR14514,420,723,804,2589
TR14516,17,32,50,37
TR14517,14,8,6,1
TR14519,8,8,32,24
TR14520,16,32,29,20
TR14521,13,12,15,14
TR14523,34,56,105,89
TR14524,673,533,1023,817
TR14525,16,14,34,38
TR14526,28,25,40,35
TR14528,0,0,4,39
TR14529,2,2,8,12
TR14531,1,0,15,3
TR14533,0,3,7,7
TR14538,7,11,10,16
TR14539,253,343,451,679
TR14541,3,4,9,5
TR14542,16,38,83,122
TR14543,61,2,9,12
TR14544,70,18,24,67
TR14545,81,50,92,79
TR14546,629,1287,1044,984
TR14547-1,7,5,10,0
TR14547-2,1,2,14,8
TR14548,140,183,283,147
TR1455,1,14,6,11
TR14550,960,870,4153,4813
TR14551,9,13,25,29
TR14552,1,0,2,0
TR14552-1,4,15,2,3
TR14552-2,14,1,12,6
TR14553,3,0,13,12
TR14555-1,2,5,8,4
TR14555-2,1,9,2,6
TR1456,1,11,4,7
TR14561-1,3,1,1,2
TR14561-2,3,4,1,1
TR14564,18,166,208,323
TR14565,11,12,27,3
TR14566,11,12,18,20
TR14567,7,12,21,18
TR14568,21,41,62,71
TR14569,7,4,5,5
TR1457,4,9,4,4
TR14572,16,17,37,17
TR14575,200,198,378,392
TR14576,1194,1436,1776,1793
TR14577,9,16,19,18
TR14578,11,6,7,5
TR14579,11,11,6,26
TR1458,6,16,26,5
TR14580,1739,2900,3038,3361
TR14581,5,11,14,1
TR14582,11,8,23,19
TR14583,64,43,32,57
TR14587,3,9,4,17
TR14588,23,8,11,14
TR14589,68,30,61,32
TR1459,1,8,3,5
TR14591-1,9,7,1,1
TR14591-2,0,0,5,8
TR14593,4,2,6,3
TR14596,6,4,14,14
TR14598,41,60,65,92
TR14600,8,7,18,24
TR14602,59,194,70,101
TR14603,5,3,4,0
TR14605,3,7,4,3
TR14606,17,37,79,57
TR14607,16,15,26,68
TR14608,5,3,4,7
TR14609,79,62,70,46
TR1461,11,6,6,10
TR14610,11,10,75,42
TR14611,37,52,71,49
TR14614,12,18,15,23
TR14616,736,466,806,723
TR14617,113,40,72,62
TR14618,9,14,12,20
TR14619-1,0,0,4,0
TR14619-2,6,16,27,36
TR1462,6,12,8,3
TR14620,7,16,13,11
TR14622,3,2,12,5
TR14624,55,121,100,126
TR14625,591,464,796,873
TR14628,354,344,557,408
TR14629,401,544,494,301
TR14630,14,43,37,33
TR14633,5,11,19,8
TR14636,15,24,53,40
TR14637,1,15,12,19
TR14638,8,20,16,27
TR14639,5,9,4,14
TR14641,11,44,23,34
TR14643,61,45,134,86
TR14644,573,517,371,157
TR14646,6,9,3,7
TR14647,42,85,77,45
TR14649,84,60,55,48
TR14650,936,2296,4372,1807
TR14651,2,4,8,10
TR14653,10,13,15,19
TR14655,23,38,101,28
TR14656,7,15,22,9
TR14659,231,280,504,555
TR1466,2,1,16,13
TR14660,4,18,7,13
TR14661,11,24,25,34
TR14662,3,6,2790,596
TR14663,28,57,227,68
TR14664,59,53,4,1
TR14667,19,23,28,17
TR14668,2,2,9,7
TR14669,33,25,30,41
TR1467,3,9,5,8
TR14670,33,33,26,9
TR14672,19,20,30,42
TR14673,27,32,20,20
TR14674,8,3,17,6
TR14678,19,13,33,70
TR14679,10,14,17,16
TR1468,6,2,10,9
TR14680,2,6,8,2
TR14683,128,614,16,26
TR14684,3,13,23,17
TR14685-1,7,16,21,2
TR14685-2,4,12,6,13
TR14687,11,3,7,1
TR14688-1,76,15,42,126
TR14688-2,0,7,22,31
TR14689,16,16,27,23
TR14690,11,5,8,3
TR14691,119,122,203,173
TR14692,4,4,3,26
TR14695,44,64,39,25
TR14696,6,23,15,21
TR14698,11,29,28,14
TR14699,36,23,46,54
TR147,34,56,63,79
TR1470,17,4,48,56
TR14700,36,37,54,40
TR14701,26,26,39,29
TR14702,5,9,18,23
TR14703,3,21,10,11
TR14704-1,9,6,4,9
TR14704-2,6,5,9,20
TR14707,103,105,154,115
TR14708-1,10,4,14,1
TR14708-2,0,4,10,5
TR14709,1,1,5,2
TR14709-1,6,11,6,8
TR14709-2,4,10,9,8
TR1471,3,2,7,3
TR14710,10,7,31,18
TR14711,31,20,23,8
TR14714,169,160,232,200
TR14716,11,13,26,27
TR14717,61,29,39,16
TR14719,124,112,196,144
TR14720,236,177,251,226
TR14721,11,25,19,16
TR14722,431,462,1309,1352
TR14725,6,9,43,42
TR14726-1,2,2,4,3
TR14726-2,6,3,8,8
TR14728,11,2,5,5
TR14729,18,4,2,3
TR14730,309,179,275,180
TR14731,415,727,931,911
TR14732,6,10,10,6
TR14733,3,6,7,2
TR14736,11,4,15,10
TR14737,103,78,175,184
TR14738,494,820,473,364
TR1474,4,5,12,4
TR14740,30,11,99,65
TR14743,58,38,53,108
TR14746-1,0,32,24,3
TR14746-2,0,3,17,0
TR14746-3,6,1,2,2
TR14748,768,583,562,454
TR14749,351,173,290,271
TR1475,9,12,0,3
TR14750,1291,1669,2435,2807
TR14751,9,7,19,9
TR14752,3,7,15,17
TR14754,13,20,26,20
TR14756,117,130,193,118
TR14756-1,0,14,5,0
TR14756-2,21,6,10,16
TR14757,1,3,7,30
TR14759,231,292,361,384
TR1476,433,204,178,356
TR14760,80,122,144,73
TR14761,7,3,15,18
TR14762,5,9,11,7
TR14765,42,36,37,27
TR14766,17,18,25,38
TR14767,3,8,1,1
TR14769,49,3,19,22
TR14770,9,6,5,6
TR14770-1,2,1,1,0
TR14770-2,0,2,2,0
TR14772,796,1018,1447,1414
TR14775,31,34,70,48
TR14777,18,39,29,45
TR14779,1219,1504,1511,1618
TR1478,53,42,94,113
TR14780,149,37,63,45
TR14781,18,16,11,8
TR14786,26,15,83,82
TR14787,13,9,23,30
TR1479,1,8,6,0
TR14790,0,8,3,8
TR14791,7,35,16,47
TR14792,2,0,8,9
TR14793,12,12,8,22
TR14794,2,7,5,8
TR14795,3,5,7,8
TR14796,13,62,26,22
TR14797,3,15,5,16
TR14798-1,715,207,2026,2798
TR14798-2,1149,277,6995,4513
TR14800,0,3,9,6
TR14801,4,9,8,12
TR14805,1517,2524,4482,3210
TR14806,46,38,75,73
TR14807,6,10,9,18
TR14808,55,8,68,256
TR14809,1333,1916,4136,2109
TR1481,18,32,36,62
TR14810,8,9,66,68
TR14812,13,17,15,21
TR14813,9,12,52,59
TR14815,1,7,1,2
TR14815-1,11,16,10,17
TR14815-2,13,2,13,6
TR14816,219,148,168,75
TR14817,8,11,13,10
TR14818,24,23,23,28
TR14819,3,4,18,23
TR1482,281,391,438,575
TR14820,22,44,40,34
TR14822,14,90,66,78
TR14823,68,76,103,115
TR14824,0,53,17,13
TR14825,0,5,2,3
TR14827,5,0,16,17
TR14827-1,18,6,3,2
TR14827-2,2,4,6,4
TR14828,12,17,28,40
TR14829,4,2,14,8
TR1483,3,9,11,12
TR14832,108,53,73,69
TR14833,32,50,60,47
TR14837,13,10,31,15
TR14838,13,20,25,23
TR14839,389,703,654,685
TR1484,3,23,17,4
TR14843,110,83,106,82
TR14845,16,7,54,45
TR14847-1,1,7,0,3
TR14847-2,1,5,0,0
TR14848,0,12,79,0
TR14849,2,5,3,15
TR14850,9,20,15,12
TR14851,22,12,22,16
TR14854,22,26,68,51
TR14855,20,15,19,22
TR14856,24,5,1,1
TR1486,0,1,14,17
TR14860,50,27,34,29
TR14861,240,109,1467,2254
TR14862,100,99,75,79
TR14863,5,3,18,29
TR14864,14,10,33,13
TR14866,1,8,11,9
TR14867,411,529,707,684
TR14868,13,50,26,33
TR14869,847,1489,1384,1399
TR14870,7223,5117,19714,18342
TR14872,2,11,26,11
TR14874,12,15,19,22
TR14877-1,0,2,4,2
TR14877-2,5,1,5,22
TR14878,18,14,19,13
TR14881,4,10,9,6
TR14882,11,12,16,27
TR14884,41,55,73,135
TR14885,5,4,40,2
TR14886,16,24,7,6
TR14887,280,93,395,566
TR14888,31,25,30,63
TR14890,4,7,11,5
TR14893,7,9,4,13
TR14894,6,10,7,10
TR14895,25,46,55,69
TR14896,3,0,13,8
TR14898,15,22,30,39
TR14899,10,16,18,24
TR1490,7,1,16,1
TR14900,197,510,263,313
TR14901,5,4,7,10
TR14902-1,1,3,1,7
TR14902-2,1,9,6,4
TR14903,8,18,41,70
TR14904,1580,2013,2303,1510
TR14905,11,28,25,38
TR14907,21,9,18,9
TR14908,140,92,211,140
TR1491-1,1,7,44,21
TR1491-2,9,5,24,42
TR14911,22,2,20,38
TR14913,4,8,26,16
TR14914,4,7,4,7
TR14916,13,29,19,16
TR14917,19,11,21,10
TR14918,5,14,12,14
TR14919,4,12,15,14
TR14920-1,28,41,139,16
TR14920-2,9,1,150,13
TR14923,96,97,79,74
TR14925,18,5,10,2
TR14926,0,0,8,10
TR14927,206,273,406,410
TR14928,4,2,12,19
TR1493,3,2,6,3
TR14930,53,63,75,73
TR14932,9,41,16,22
TR14934,3,15,10,8
TR14936-1,4,7,4,6
TR14936-2,4,3,7,0
TR14937,4,8,5,7
TR14938,100,173,261,100
TR14939,7,13,9,7
TR14941,96,93,120,118
TR14942,1009,1517,1343,1395
TR14945,7,17,8,12
TR14947,10,7,12,5
TR14948,61,148,125,69
TR14951,40,23,35,8
TR14954,4,16,12,8
TR14955,5,6,19,15
TR14956,4,7,1,5
TR14957,15,25,12,11
TR14959,25,91,72,121
TR14960,26,18,14,19
TR14961,7,1,14,10
TR14962,228,132,369,423
TR14963,22,24,33,33
TR14966,2,4,24,49
TR14967,18,21,31,20
TR14968,4,66,90,121
TR14971,24,23,32,32
TR14974,91,19,55,55
TR14975,165,160,394,349
TR14976,6,30,25,10
TR14977,21,17,13,14
TR14981,15,22,41,43
TR14982,193,180,766,642
TR14983,4,2,8,4
TR14984,7,3,6,12
TR14987,244,262,312,200
TR14989,5,5,13,5
TR1499,0,5,1,9
TR14990,378,527,450,544
TR14991,2,4,7,8
TR14992,11,2,626,1
TR14994,10,23,18,22
TR14995,20,14,20,8
TR14997,14,0,6,0
TR14998,231,491,348,686
TR14999,13,15,8,34
TR150,2,13,9,7
TR1500,5,2,6,6
TR15000,13,5,41,6
TR15001,3,13,19,10
TR15002,345,440,674,588
TR15005,163,197,243,158
TR15008,19,22,54,45
TR15009,33,9,28,30
TR1501-1,0,2,2,7
TR1501-2,2,1,7,7
TR15010,9,16,58,22
TR15011,33,45,52,61
TR15012,41,55,61,49
TR15013,11,9,14,16
TR15014,89,50,169,80
TR15015,104,76,140,63
TR15016,47,24,146,125
TR15017,10,7,10,3
TR1502,10,16,28,29
TR15020-1,13,26,33,21
TR15020-2,32,55,32,16
TR15020-3,9,2,18,31
TR15021,16,28,35,37
TR15022,2182,824,758,378
TR15023,3,11,5,6
TR15024,5,10,33,15
TR15025-1,7,4,0,9
TR15025-2,4,13,8,4
TR15026,24871,23031,55126,75734
TR15027,1,1,9,6
TR15028,5,7,33,14
TR15029,4,3,11,4
TR1503-1,4,0,63,10
TR1503-2,9,26,52,28
TR15030,7,27,23,17
TR15031,13,12,8,6
TR15032,33,41,41,55
TR15034,47,33,121,56
TR15035,32,6,59,41
TR15037,2,0,15,14
TR1504,34,50,9,24
TR15040,16,20,38,49
TR15041,39,60,85,94
TR15042,0,13,7,11
TR15043,29,11,22,21
TR15044,108,113,168,103
TR15046,2,11,52,24
TR15048,23,46,53,12
TR1505,0,1,3,9
TR15050,16,1,10,0
TR15051,13,21,37,39
TR15052-1,2,2,3,5
TR15052-2,8,14,17,14
TR15052-3,4,1,17,2
TR15053,5,15,53,37
TR15054,15,14,33,28
TR15056,46,25,38,60
TR15057,7,6,20,17
TR15059,7,14,34,25
TR1506,4,79,14,13
TR15060,12,8,10,8
TR15062,6,0,28,63
TR15063,33,56,165,161
TR15065,25,14,21,13
TR15066,39,24,47,42
TR15067,15,22,39,11
TR15068,12,1,11,15
TR15069,17,24,59,31
TR1507,5,5,11,4
TR15070,2,9,27,6
TR15071,15,33,21,16
TR15072,142,71,90,83
TR15073,2,12,2,8
TR15073-1,12,1,21,10
TR15073-2,8,18,2,15
TR15077,7,6,10,7
TR15078-1,76,79,28,63
TR15078-2,90,94,131,83
TR15079,23,18,59,63
TR1508,1,5,2,2
TR15080,109,127,132,77
TR15081,25,41,83,59
TR15084,24,14,62,69
TR15086,30,10,14,31
TR15088,66,8,104,0
TR15089,1,4,11,18
TR1509,1,0,3,3
TR15091,4,6,7,3
TR15092,373,426,118,122
TR15094,3,2,10,10
TR15095,45,232,0,0
TR15096,22,179,179,75
TR15097,70,57,73,122
TR15099,10,13,56,58
TR151,34,13,12,9
TR15100,1,2,3,111
TR15101,5,4,16,13
TR15102,4,0,8,1
TR15103,2,7,9,15
TR15105,45,84,55,85
TR15106,353,328,472,339
TR15107,1,3,8,9
TR15110,25,22,34,12
TR15111,3,6,5,8
TR15114,28,56,68,46
TR15115,9,6,9,11
TR15116,8,10,10,7
TR15117,416,202,200,157
TR15119,13,21,43,30
TR1512,3,3,7,8
TR15121-1,31,45,32,25
TR15121-2,5,36,31,21
TR15122,4,31,11,10
TR15124,2174,3113,2477,1922
TR15127,10,42,21,21
TR15128,1,10,11,13
TR15129,8,5,13,28
TR15130,39,55,55,61
TR15131,5,5,11,13
TR15133,15,34,40,43
TR15135,461,679,1300,1501
TR15136,20,17,52,41
TR15137,8,2,21,11
TR15138,8,13,101,30
TR15139,150,245,264,330
TR1514,3,6,10,7
TR15140,856,402,1142,2033
TR15142,9,25,28,55
TR15143,12,4,22,26
TR15144,8,10,20,13
TR15145,1511,1768,2106,2146
TR15146,48,34,48,34
TR15147,27,9,23,28
TR15148,72,30,14,20
TR15150,8,18,34,11
TR15153,13,5,5,1
TR15161,274,340,512,508
TR15162,5,11,6,3
TR15165,4,5,5,6
TR15166,7,7,11,4
TR15167,18,25,29,31
TR15169,34,28,43,40
TR1517-1,2,2,1,5
TR1517-2,0,2,1,0
TR15171,208,188,216,105
TR15172,6,8,15,21
TR15173,14,7,7,8
TR15175,15,9,29,17
TR15176,37,21,29,34
TR15177,11,14,18,22
TR15179,21,18,25,20
TR1518,5,15,14,62
TR15181,6,4,7,6
TR15182,32,6,2,7
TR15183,84,104,95,67
TR15184,19,14,15,19
TR15185,34,26,29,55
TR15186,32,31,71,60
TR15187,504,540,1447,1083
TR15188,23,31,33,21
TR1519,24,105,10,9
TR15192,36,32,52,49
TR15194,10,20,15,23
TR15196,5,2,17,23
TR15197-1,7,10,15,14
TR15197-2,2,1,7,8
TR15198,143,323,178,170
TR152,2,16,55,20
TR15200,36,51,49,46
TR15201,29,43,63,56
TR15202,25,15,15,19
TR15203,14,21,45,17
TR15205,21,23,16,26
TR15206,62,71,144,52
TR15208,14,6,14,20
TR15209,21,30,26,29
TR1521,23,1,1,14
TR15210,10,10,6,3
TR15211,0,2,4,4
TR15211-1,0,8,5,4
TR15211-2,1,1,1,7
TR15212,5,3,6,16
TR15214,4,10,22,14
TR15215,25,20,30,6
TR15216,17,14,1,3
TR15218,4,3,3,1
TR1522,22,19,13,13
TR15220,13,41,50,27
TR15221,8,8,10,13
TR15222,7,26,26,50
TR15223,25,125,63,3
TR15225,12,6,18,18
TR15228,4,0,21,19
TR1523,6,3,4,7
TR15232,2,24,15,4
TR15233-1,35,53,66,23
TR15233-2,13,15,9,4
TR15233-3,3,0,7,26
TR15235,7,16,18,21
TR15237,138,259,183,357
TR15239,65,68,97,65
TR1524,26,56,251,22
TR15240,13,33,211,367
TR15241,12,10,15,107
TR15241-1,5,11,18,14
TR15241-2,1,5,2,6
TR15242,4,7,5,7
TR15246,12,10,10,10
TR15246-1,9,1,3,2
TR15246-2,6,8,7,8
TR15248,6,17,18,13
TR1525,12,19,18,16
TR15250,2,129,19,21
TR15252-1,3,10,3,0
TR15252-2,6,5,0,11
TR15254-1,23,45,22,55
TR15254-2,14,19,22,7
TR15256,26,36,41,20
TR1526,9,6,27,30
TR15261,10,7,15,15
TR15263,1106,1277,2358,2651
TR15265,37,27,47,15
TR15266,157,151,199,128
TR15267,1,2,6,5
TR15269,15,12,19,11
TR15271,3,17,3,13
TR15272,4,14,45,53
TR15274,2,7,17,19
TR15276,22,60,58,35
TR15277,44,29,32,29
TR15279,17,8,6,2
TR1528,0,4,17,6
TR15280,14,122,64,38
TR15281,6,15,2,3
TR15282,4957,2497,23083,22190
TR15286,38,70,64,55
TR15287,17,4,23,9
TR15289,157,156,247,156
TR1529,4,3,5,13
TR15290,159,160,159,139
TR15292,68,96,119,115
TR15293,4,6,17,18
TR15294-1,1,0,5,3
TR15294-2,1,6,6,3
TR15295,17,68,241,57
TR15299,7,19,41,48
TR153,1,9,0,0
TR1530,2,1,10,9
TR15300,33,99,385,133
TR15301,0,1,3,10
TR15301-1,14,9,14,12
TR15301-2,12,6,5,13
TR15302,11,159,259,255
TR15305,122,266,378,297
TR15306,27,15,33,16
TR15307,1,11,12,8
TR15311,3,2,164,237
TR15313,238,304,432,389
TR15314,7,7,7,9
TR15315,18,26,67,130
TR15316,84,63,90,141
TR15317,17,27,40,42
TR15318,5,18,79,16
TR15319,921,2390,2609,878
TR1532,4,4,5,5
TR15320,12,8,28,34
TR15321,42,49,69,45
TR15323,347,450,548,662
TR15326,337,378,497,468
TR15327,13,32,43,42
TR15330,26,45,51,55
TR15332,25,19,44,47
TR15333,41,8,1,31
TR15334,2119,2646,3448,3496
TR1534,5,3,3,9
TR15341-1,6,3,21,7
TR15341-2,2,6,13,14
TR15342,71,57,105,71
TR15343,9,12,7,21
TR15345,342,563,659,803
TR15346,8,7,7,16
TR15349,376,317,359,205
TR1535,0,2,2,6
TR15350,31,21,102,70
TR15352,17,9,14,5
TR15354,21,26,26,22
TR15355,1,9,5,2
TR15357,7,43,11,26
TR15358,72,105,182,159
TR1536,3,5,7,11
TR15360,9,15,14,6
TR15363,420,481,725,713
TR15364,768,192,4143,4617
TR15365,89,209,12,5
TR15366,18,13,30,28
TR15367,16,17,31,33
TR15369,5,40,41,18
TR1537,1,5,14,9
TR15371,12,28,1,23
TR15372,15,20,46,36
TR15373,33,30,29,16
TR15374,40,19,23,26
TR15376,51,47,118,96
TR15377,5,8,21,12
TR15379,273,446,534,494
TR15380,14,27,90,28
TR15381-1,4,8,3,0
TR15381-2,18,3,17,47
TR15382,9,16,12,8
TR15384,46,66,175,83
TR15385,6,6,34,33
TR15387,13,36,23,26
TR15389-1,0,8,1,9
TR15389-2,8,8,13,14
TR15390,31,29,42,26
TR15391,0,2,5,7
TR15392,11,11,13,9
TR15397,5,17,4,14
TR15398,12,5,9,5
TR154,15,19,47,28
TR15400,35,33,57,99
TR15403,44,75,95,58
TR15404,50,45,24,14
TR15405,0,8,5,1
TR15405-1,5,6,12,4
TR15405-2,1,6,5,4
TR15406,548,356,503,285
TR15407,4,9,50,17
TR15408,7,28,136,38
TR15409-1,1,6,2,10
TR15409-2,0,9,7,4
TR1541,4,3,4,6
TR15411,12,15,24,11
TR15412,353,369,455,497
TR15413,17,20,29,19
TR15414,11,20,30,26
TR15415,89,63,166,260
TR15416,5,11,5,3
TR15417,89,89,72,43
TR15418,82,129,41,71
TR1542,1,0,2,5
TR15420,21,19,20,22
TR15421,5,3,10,7
TR15424,99,99,150,81
TR15425,16,32,10,46
TR15426,108,97,61,19
TR15426-1,2,2,1,0
TR15426-2,56,17,15,15
TR15427,41,195,39,33
TR15428,16,9,11,26
TR1543,2,0,8,6
TR15432,2,5,19,0
TR15433,16,23,39,55
TR15435,17,20,39,20
TR15437,13,3,3,10
TR15438,10,9,15,10
TR15439,159,336,487,480
TR15440,76,135,187,236
TR15442,21,29,21,33
TR15444,154,180,238,227
TR15445,15,27,26,47
TR15446,4,3,15,5
TR15448,6,5,8,9
TR15451,7,11,23,21
TR15453,34,29,37,42
TR15454,250,197,293,202
TR15455,894,1682,1282,1379
TR15460,16,15,8,1
TR15461,30,51,49,76
TR15462,11,6,0,16
TR15465,8,17,13,8
TR15468,220,270,281,204
TR1547,1,4,6,7
TR15470,670,623,513,428
TR15471,2,2,4,2
TR15473,3,19,15,6
TR15474,6,6,10,7
TR15475,8,18,36,20
TR15476,7,6,7,5
TR15479,16,19,51,21
TR15480,132,211,634,254
TR15481,120,69,111,75
TR15482,10,20,19,19
TR15485,45,24,29,12
TR15486,12,16,6,1
TR15488,254,793,518,5157
TR15489,65,68,125,155
TR1549,7,8,2,2
TR15490,45,74,76,64
TR15491,21,65,33,25
TR15492,0,4,4,13
TR15495,21,44,62,34
TR15496,12,18,25,22
TR15497,3471,3303,5954,4344
TR15498,5,6,31,13
TR15499-1,3,2,6,3
TR15499-2,2,6,2,1
TR155-1,2,9,2,4
TR155-2,3,3,0,0
TR1550,2,4,2,2
TR15501,22,24,35,47
TR15504,56,147,118,181
TR15506,8,10,8,22
TR15507,4,6,6,8
TR15508,23,31,46,49
TR15509,813,782,2355,1992
TR1551,9,21,16,22
TR15510,445,385,411,1779
TR15512,10,6,8,10
TR15513,7,32,16,25
TR15514,323,152,468,407
TR15515,828,624,1252,2701
TR15516,14,17,7,5
TR15519,483,332,538,303
TR1552,1,1,2,23
TR15520,180,69,149,86
TR15523,21,45,38,54
TR15524-1,15,14,38,16
TR15524-2,3,1,1,0
TR15528,6,10,10,7
TR15529,22,16,18,13
TR1553,4,2,4,1
TR15530,81,57,131,97
TR15531,34,12,10,3
TR15532,22,16,20,6
TR15533,16,26,90,20
TR15534,375,315,361,268
TR15535,269,321,383,259
TR15536,8,10,18,32
TR15537,425,148,309,849
TR1554,2,12,12,5
TR15540,6,9,14,48
TR15541,9,19,25,27
TR15546-1,9,27,9,14
TR15546-2,0,2,9,9
TR15549,17,14,18,7
TR1555,2,9,11,15
TR15550-1,4,3,2,0
TR15550-2,2,11,3,11
TR15552,49,33,74,64
TR15554,9,15,23,7
TR15555,187,378,371,373
TR15557-1,4,3,5,3
TR15557-2,3,2,6,14
TR15559,131,99,323,211
TR15560,77,87,97,94
TR15561,99,250,175,211
TR15562,0,5,7,2
TR15562-1,4,3,19,18
TR15562-2,24,15,7,10
TR15563,222,32,115,104
TR15564-1,141,111,195,96
TR15564-2,13,50,48,84
TR15565,45,59,61,64
TR15567,9,6,9,6
TR15568,40,52,122,25
TR1557,10,11,20,18
TR15572,48,49,102,79
TR15573,819,832,2319,2487
TR15574,82,74,113,155
TR15575,19,39,50,59
TR15576,75,66,31,28
TR15578,6,6,10,7
TR1558,11,13,8,6
TR15580,23,47,66,50
TR15581,15,6,28,9
TR15582,13,22,53,42
TR15583,148,132,218,193
TR15584,2,10,0,1
TR15585,38,32,46,14
TR15586-1,1,6,17,7
TR15586-2,4,23,0,8
TR15589,780,1018,1145,1484
TR15591,7,9,9,6
TR15592,3,5,4,12
TR15593,36,26,43,34
TR15595,40,40,106,47
TR15597,14,21,44,41
TR15599,8,15,16,19
TR156,12,17,19,10
TR1560-1,3,27,22,0
TR1560-2,0,24,29,6
TR15600,1507,2190,2639,3132
TR15601,6,19,2,27
TR15603,6,9,6,11
TR15604-1,2,7,8,4
TR15604-2,1,9,4,7
TR15605,60,55,123,78
TR15606,163,187,300,273
TR15607,0,5,7,3
TR15608,11,59,78,63
TR15609-1,2,11,0,14
TR15609-2,15,0,10,25
TR15610,6,224,348,468
TR15612,13,14,14,25
TR15614,4,8,14,5
TR15615,48,19,20,58
TR15617,3692,2786,3524,2999
TR15618,67,48,45,55
TR1562,6,19,12,8
TR15621,34,26,64,20
TR15622,72,24,71,21
TR15628,781,439,544,329
TR15629,22,28,28,29
TR1563-1,2,1,2,0
TR1563-2,4,3,1,6
TR15630,12,30,36,39
TR15631,21,30,55,28
TR15632-1,2,5,6,4
TR15632-2,3,0,6,4
TR15632-3,0,5,12,5
TR15633,50,42,65,51
TR15634,22,43,102,78
TR15635,14,14,19,18
TR15636,25,26,36,34
TR15637,62,8,6,6
TR1564,0,2,1,4
TR15642,4,42,18,4
TR15646,90,82,75,57
TR15647,640,674,896,730
TR15650,33,43,63,30
TR15651,12,21,7,5
TR15653,9,5,69,90
TR15654,793,3271,3366,3560
TR15655,44,43,124,69
TR15657,17,8,11,9
TR15658,4,10,6,23
TR15659,29,44,118,36
TR1566,6,4,20,11
TR15660,83,33,54,17
TR15661,5,9,16,4
TR15663,171,189,329,635
TR15664,13,6,4,4
TR15665,155,175,239,182
TR15669,7,12,15,48
TR15671,16,66,20,10
TR15672,374,231,126,140
TR15674,0,7,8,7
TR15677,165,174,205,161
TR15680,18,11,20,11
TR15682,18,27,12,17
TR15684,40,62,175,85
TR15685,97,68,508,400
TR15686,1,8,5,15
TR15687-1,4,2,4,0
TR15687-2,3,21,4,0
